date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:01:40	594/594	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2266cf5499-4f3%22	https://moxieroots.com/robots.txt		(from )
15:01:41	100658/100658	---MCZ	200	added ('OK')	text/html	etag:W/%229fdfd936368b5b473953e4a2f5519189%22	https://moxieroots.com/	D:/Website/HairPoetry/moxieroots.com/index.html	(from )
15:01:41	798/798	---M--	200	added ('OK')	image/png	etag:7d9559f929d4c5e7c0fb6daead65e8e9	http://static.showit.co/200/rvHddaboQBu2OtcwChQ13Q/223801/moxie_roots_co_favicon_1.png	D:/Website/HairPoetry/static.showit.co/200/rvHddaboQBu2OtcwChQ13Q/223801/moxie_roots_co_favicon_1.png	(from https://moxieroots.com/)
15:01:43	181804/181804	---M--	200	added ('OK')	image/jpeg	etag:4792413ba0092e2193c5a7a402272765	https://static.showit.co/1200/DO8NLW9kSdmOFuJkvSnPtQ/223801/cedar-falls-iowa-ibe-hair-extension-salon--70.jpg	D:/Website/HairPoetry/static.showit.co/1200/DO8NLW9kSdmOFuJkvSnPtQ/223801/cedar-falls-iowa-ibe-hair-extension-salon--70.jpg	(from https://moxieroots.com/)
15:01:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Apr%202026%2009:31:42%20GMT	https://cdn.websitepolicies.io/lib/cconsent/cconsent.min.js	D:/Website/HairPoetry/cdn.websitepolicies.io/lib/cconsent/cconsent.min.2.delayed	(from https://moxieroots.com/)
15:01:44	12924/12924	---MCZ	200	added ('OK')	text/javascript	etag:W/%226426e30f-327c%22	https://cdnconsents.websitepolicies.com/legacy/lib/cconsent/cconsent.min.js	D:/Website/HairPoetry/cdnconsents.websitepolicies.com/legacy/lib/cconsent/cconsent.min.js	(from https://moxieroots.com/)
15:01:45	55522/55522	---M-Z	200	added ('OK')	text/css	etag:%225eb03d2a-d8e2%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/3.4.0/animate.min.css	D:/Website/HairPoetry/cdnjs.cloudflare.com/ajax/libs/animate.css/3.4.0/animate.min.css	(from https://moxieroots.com/)
15:01:45	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	D:/Website/HairPoetry/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://moxieroots.com/)
15:01:47	7290/7290	---MCZ	200	added ('OK')	text/css	etag:W/%228e74b817a46d3ed438a34b919f7bd280%22	http://lib.showit.co/engine/2.2.6/showit.css	D:/Website/HairPoetry/lib.showit.co/engine/2.2.6/showit.css	(from https://moxieroots.com/)
15:01:47	49158/49158	---MCZ	200	added ('OK')	application/javascript	etag:W/%229b77e09293052d48738eacb7b25926d3%22	http://lib.showit.co/engine/2.2.6/showit-lib.min.js	D:/Website/HairPoetry/lib.showit.co/engine/2.2.6/showit-lib.min.js	(from https://moxieroots.com/)
